wetland_name,wetland_ID,dataset,area_km2,species_richness,species_normalized,lat,lon,sat_area_frac
Mare de l'Ortolo,FR831COR495,FRA,0.003,7,2333.333333,41.612058,9.040557,0.510437
Mare de Suartella,FR831COR496,FRA,0.002,16,8000,41.464894,9.18913,0.432498
Mare de Francolu,FR831COR497,FRA,0.003,8,2666.666667,41.460069,9.216852,0.432498
Etang de Tanchiccia,FR832COR289,FRA,0.261,40,153.256705,41.72121,8.811289,0.691472
Retenue du pénitencier de Chiavari,FR832COR294,FRA,0.003,10,3333.333333,41.789773,8.772077,0.327409
Mare de l'Aéroport d'Ajaccio,FR832COR301,FRA,0.001,6,6000,41.918578,8.791224,0.62112
Gravières de Baléone,FR832COR303,FRA,0.684,22,32.16374269,41.965691,8.825831,0.62112
Réservoir de Mezzavia,FR832COR307,FRA,0.003,2,666.6666667,41.950796,8.777461,0.62112
Réservoir de Mezzavia 2,FR832COR308,FRA,0.003,1,333.3333333,41.946977,8.763949,0.62112
Réservoir de Mezzavia 3,FR832COR309,FRA,0.002,1,500,41.945299,8.759323,0.62112
Etang de la Croix d'Alexandre,FR832COR310,FRA,0.001,15,15000,41.938392,8.734524,0.648853
Lac de barrage de Lisa,FR832COR311,FRA,0.005,13,2600,41.938926,8.703311,0.648853
Lac de Creno,FR832COR427,FRA,0.027,31,1148.148148,42.204918,8.946051,0.577693
Lac de l'Arate,FR832COR428,FRA,0.001,7,7000,42.202394,8.932518,0.577693
Prairie humide de l'Arinella,FR832COR429,FRA,0.021,6,285.7142857,42.212251,8.986182,0.577693
Pozzines de Marmanu,FR832COR468,FRA,0.128,10,78.125,42.036964,9.136476,0.587396
Lac de Vitalaca,FR832COR469,FRA,0.026,8,307.6923077,42.048179,9.121751,0.587396
Lac de Bracca,FR832COR470,FRA,0.009,1,111.1111111,42.049546,9.114991,0.587396
Pozzi di Pozzolo,FR832COR471,FRA,0.014,6,428.5714286,42.045146,9.102931,0.587396
Pozzi di Pozzolo 2,FR832COR472,FRA,0.002,6,3000,42.046549,9.097462,0.587396
Pozzi di Pozzolo 3,FR832COR473,FRA,0.002,5,2500,42.047308,9.094102,0.587396
Etang de Cintulinu,FR832COR474,FRA,0.002,2,1000,42.060688,8.967874,0.346203
Réserve d'Ocana,FR832COR475,FRA,0.026,2,76.92307692,41.94567,8.931739,0.467387
Lac de barrage de Tolla,FR832COR477,FRA,1.117,2,1.790510295,41.969523,8.976434,0.467387
Retenue du Partuso,FR832COR479,FRA,0.001,2,2000,41.90233,9.155907,0.54736
Pozzines de Cuscione 1,FR832COR480,FRA,0.028,8,285.7142857,41.891568,9.181541,0.553996
Pozzines de Cuscione 2,FR832COR481,FRA,0.02,14,700,41.872346,9.157494,0.54736
Pozzines de Cuscione 3,FR832COR482,FRA,0.107,8,74.76635514,41.872759,9.172526,0.553996
Pozzines de Cuscione 6,FR832COR485,FRA,0.032,8,250,41.84935,9.16407,0.54736
Mare de Barcaggio,FR833COR006,FRA,0.001,46,46000,42.999647,9.41041,0.227915
Mare de Turli,FR833COR021,FRA,0.002,8,4000,42.78359,9.414619,0.569739
Bassins de carrière de Cico,FR833COR027,FRA,1.279,5,3.909304144,42.558239,9.497348,0.562041
Bassins de carrière de Cico 2,FR833COR028,FRA,0.118,2,16.94915254,42.551933,9.487554,0.562041
Marais de Castellarese,FR833COR029,FRA,0.022,2,90.90909091,42.554805,9.478323,0.562041
Etang de Sant'Antone,FR833COR032,FRA,0.015,1,66.66666667,42.568641,9.455964,0.562041
Réservoirs de Perrone,FR833COR033,FRA,0.003,1,333.3333333,42.550882,9.460423,0.562041
Lac de barrage de l'Argentella,FR834COR343,FRA,0.02,4,200,42.460572,8.686144,0.626283
Lac de barrage de Codole,FR834COR352,FRA,0.817,14,17.13586291,42.586819,8.944624,0.590146
Etang de Fornelaccio,FR834COR357,FRA,0.003,1,333.3333333,42.596013,9.106525,0.641011
Etang de Cannuta,FR834COR358,FRA,0.066,6,90.90909091,42.653261,9.082703,0.641139
Mare de Taglia Carne,FR834COR362,FRA,0.001,47,47000,42.715923,9.114832,0.657931
Mare de Chiuvina,FR834COR374,FRA,0.001,61,61000,42.700629,9.206718,0.513916
Roselière de Saint Florent,FR834COR381,FRA,0.154,27,175.3246753,42.670254,9.30319,
Aulnaie marécageuse de Saint Florent,FR834COR383,FRA,0.304,20,65.78947368,42.676818,9.308104,
Retenue de Padula,FR834COR392,FRA,0.321,6,18.69158879,42.628705,9.324256,0.579437
Réserve de Guazza,FR835COR037,FRA,0.052,3,57.69230769,42.518996,9.414873,0.264495
Bassins d'épuration de Vanga di l'Oru,FR835COR052,FRA,0.063,2,31.74603175,42.344169,9.53285,
Marais de Mattonato,FR835COR064,FRA,0.142,4,28.16901408,42.218069,9.538604,0.208387
Marais de Tinta,FR835COR067,FRA,0.499,9,18.03607214,42.197495,9.541113,0.208387
Mare de Tinta,FR835COR068,FRA,0.007,9,1285.714286,42.199868,9.549637,0.208387
Bassin de carrière de Rottani,FR835COR074,FRA,0.044,3,68.18181818,42.129601,9.460017,0.586371
Retenue de Bacciana,FR835COR076,FRA,0.383,9,23.49869452,42.114929,9.446709,0.586371
Retenue de Teppe Rosse,FR835COR077,FRA,0.731,9,12.3119015,42.105858,9.458108,0.586371
Retenue d'Alzitone,FR835COR086,FRA,0.475,3,6.315789474,42.071052,9.421591,0.40267
Aulnaie d'Erba Rossa,FR835COR087,FRA,2.02,10,4.95049505,42.018865,9.43729,0.40267
Bassins de carrière de Torrichia,FR835COR090,FRA,0.022,15,681.8181818,42.010949,9.386647,0.5665
Tourbières de Moltifao,FR835COR402,FRA,1.538,17,11.05331599,42.47981,9.16972,0.666597
Retenue de Ponte Leccia,FR835COR403,FRA,0.03,2,66.66666667,42.472573,9.216806,0.666597
Etang de Pontano,FR835COR404,FRA,0.002,12,6000,42.486921,9.252606,0.521154
Etang de Chiostrone,FR835COR405,FRA,0.005,2,400,42.434019,9.177516,0.666597
Prairies humides de Stagnu,FR835COR407,FRA,0.002,7,3500,42.398055,8.913956,0.518557
Prairie humide de Radule,FR835COR413,FRA,0.004,11,2750,42.298527,8.874788,0.606053
Lac de barrage de Calacuccia,FR835COR414,FRA,1.284,1,0.778816199,42.326448,9.010874,0.566611
Lac de Levina,FR835COR417,FRA,0.005,2,400,42.330779,9.258407,0.383863
Prairies humides de Terba,FR835COR418,FRA,0.008,2,250,42.320915,9.279802,0.383863
Mare de Muche,FR835COR419,FRA,0.001,3,3000,42.304235,9.385043,0.399187
Lac de barrage d'Alésani,FR835COR420,FRA,0.457,1,2.188183807,42.299043,9.474801,0.450934
Lac de Lavigliolu,FR835COR421,FRA,0.002,1,500,42.26809,8.957241,0.591708
Lac de Nino,FR835COR422,FRA,0.291,57,195.8762887,42.25445,8.941869,0.591708
Lac de Sorbi,FR835COR432,FRA,0.004,1,250,42.216665,8.994931,0.577693
Lac de Goria,FR835COR433,FRA,0.046,4,86.95652174,42.222435,9.004982,0.468298
Lac de Capitello,FR835COR434,FRA,0.056,6,107.1428571,42.212394,9.011994,0.468298
Lac de Melo,FR835COR435,FRA,0.064,9,140.625,42.213028,9.02258,0.468298
Prairie humide de Melo,FR835COR436,FRA,0.011,8,727.2727273,42.213127,9.019373,0.468298
Pozzi di Melo,FR835COR437,FRA,0.01,2,200,42.208927,9.020716,0.468298
Lac de Soglia,FR835COR438,FRA,0.004,2,500,42.208713,9.02244,0.468298
Grand lac de Rinoso,FR835COR439,FRA,0.011,7,636.3636364,42.210147,9.031842,0.468298
Petit lac de Rinoso,FR835COR440,FRA,0.004,7,1750,42.20948,9.035248,0.468298
Lac de Cavacciole,FR835COR441,FRA,0.007,2,285.7142857,42.218974,9.041666,0.468298
Lac de Scapuccioli,FR835COR442,FRA,0.005,8,1600,42.213761,9.047723,0.468298
Lac de Galiera,FR835COR443,FRA,0.002,1,500,42.218967,9.054962,0.468298
Lac de l'Oriente,FR835COR444,FRA,0.044,4,90.90909091,42.226861,9.058573,0.468298
Lac de Pozzolo,FR835COR445,FRA,0.003,2,666.6666667,42.214765,9.062892,0.468298
Lac de Bettaniella,FR835COR447,FRA,0.082,3,36.58536585,42.211168,9.054714,0.468298
Etang de Gialicatapiano,FR835COR451,FRA,0.012,5,416.6666667,42.180394,9.058016,0.468298
Petit lac d'Oro,FR835COR452,FRA,0.003,11,3666.666667,42.147814,9.096191,0.499915
Grand lac d'Oro,FR835COR453,FRA,0.011,1,90.90909091,42.140813,9.094086,0.499915
Retenue de Cardiccia,FR835COR455,FRA,0.015,2,133.3333333,42.203992,9.34973,0.648096
Réserve de Pinello,FR835COR456,FRA,0.001,3,3000,42.164807,9.400891,0.64552
Lac de barrage de Trévadine,FR835COR458,FRA,0.049,6,122.4489796,42.092668,9.315919,0.328127
Prairies humides de Capanelle,FR835COR462,FRA,0.032,4,125,42.072315,9.140786,0.587396
Lac de Bastani,FR835COR463,FRA,0.047,16,340.4255319,42.065721,9.134159,0.587396
Prairie humide de Bastani,FR835COR464,FRA,0.005,4,800,42.066833,9.131981,0.587396
Lac de Nielluccio,FR835COR465,FRA,0.016,2,125,42.061598,9.141062,0.587396
Lac de Rina Sottano,FR835COR466,FRA,0.016,2,125,42.045376,9.159105,0.587396
Lac de Rina Soprano,FR835COR467,FRA,0.027,2,74.07407407,42.043963,9.151718,0.587396
Maries dam lake,GR115THA001,GRE,0.0112,5,446.4285714,40.70018,24.64424,0.485122
Moschopoulo reservoir,GR222KER001,GRE,0.0293,5,170.6484642,39.37325,20.10617,0.749355
Anemomylos marsh,GR222KER020,GRE,0.0171,5,292.3976608,39.61898,19.82912,0.466157
Kerkyra golf ponds (Ropa),GR222KER021,GRE,0.0402,12,298.5074627,39.61979,19.80407,0.466157
Skoteini pond,GR222KER022,GRE,0.0442,12,271.4932127,39.64456,19.82846,0.466157
Mpertzanos pond,GR222KER023,GRE,0.0616,8,129.8701299,39.64875,19.81145,0.466157
Gavrolimni,GR222KER027,GRE,0.0519,10,192.6782274,39.65826,19.80113,0.466157
Gaidarana marsh,GR222KER028,GRE,0.2329,4,17.17475311,39.66744,19.78758,0.382391
Kounoupina pond,GR222KER029,GRE,0.0194,6,309.2783505,39.68358,19.76376,0.382391
Makris pond,GR222KER033,GRE,0.0075,1,133.3333333,39.67237,19.78938,0.382391
Boutsouli pond,GR222KER043,GRE,0.0325,2,61.53846154,39.61079,19.8432,0.25825
Martis pond,GR222KER045,GRE,0.092,4,43.47826087,39.61528,19.8343,0.25825
Katapinos plateau,GR222KER048,GRE,0.0374,5,133.6898396,39.71802,19.8287,0.382391
CHYTA pond,GR222KER049,GRE,0.0095,4,421.0526316,39.65296,19.8111,0.466157
Kloudatiki pond,GR222KER050,GRE,0.018,7,388.8888889,39.64326,19.82004,0.466157
Fontana marsh,GR222KER051,GRE,0.1124,2,17.79359431,39.66534,19.7793,0.466157
Koritoi marsh,GR222KER052,GRE,0.0206,3,145.631068,39.6591,19.78635,0.466157
Syvilatika pond,GR222KER053,GRE,0.0151,2,132.4503311,39.67607,19.78559,0.382391
Temploni temporary pond,GR222KER054,GRE,0.0445,7,157.3033708,39.64751,19.80511,0.466157
Mpeleniotis pond,GR222KER056,GRE,0.0109,6,550.4587156,39.6052,19.83297,0.466157
Angalaki cave,GR223KFL0030,GRE,0.008,9,1125,38.23547,20.61735,0.600113
Melissani cave,GR223KFL0035,GRE,0.01,1,100,38.25695,20.62371,
Avythos lake (Megali Akoli),GR223KFL0037,GRE,0.0032,10,3125,38.17165,20.7109,0.653289
Zervati cave,GR223KFL0038,GRE,0.0045,10,2222.222222,38.25238,20.62867,
Akoli pond,GR223KFL0039,GRE,0.0025,27,10800,38.19939,20.67559,0.653289
Agia Eirini reservoir 2,GR223KFL007,GRE,0.0632,1,15.82278481,38.13408,20.75559,0.689133
Agia Eirini reservoir 1,GR223KFL008,GRE,0.0617,6,97.24473258,38.13489,20.75089,0.689133
Karya reservoir,GR224LEF005,GRE,0.0552,4,72.46376812,38.76139,20.67679,0.656433
Komilios valley marsh,GR224LEF007,GRE,0.0125,2,160,38.70221,20.5883,0.629027
Marantochori lake,GR224LEF011,GRE,0.0097,9,927.8350515,38.64329,20.64004,0.67805
Psathi artificial pond,GR242EUB002,GRE,0.0092,5,543.4782609,38.0188,24.39597,0.536072
Dystos lake,GR242EUB004,GRE,7.2552,10,1.378321755,38.36399,24.14172,0.425649
Agdines pond 1,GR242EUB0093,GRE,0.012,6,500,38.96358,23.26265,0.378502
Agdines pond 4,GR242EUB0096,GRE,0.0046,5,1086.956522,38.95496,23.31768,0.378502
Troupi-Kakavos mining pool 1,GR242EUB011,GRE,0.0241,2,82.98755187,38.7517,23.39711,0.444757
Troupi-Kakavos mining pool 2,GR242EUB015,GRE,0.0312,3,96.15384615,38.72474,23.42871,0.676365
Troupi-Kakavos mining pool 3,GR242EUB017,GRE,0.0419,3,71.59904535,38.74804,23.3966,
Paraskevorema mining pool 1,GR242EUB020,GRE,0.1537,5,32.53090436,38.77088,23.48263,0.364611
Geroplatanos mining pool,GR242EUB021,GRE,0.0349,6,171.9197708,38.75978,23.48249,0.364611
Troupi-Kakavos mining pool 4,GR242EUB023,GRE,0.1615,8,49.53560372,38.75193,23.4124,0.444757
Aliveri mining pool,GR242EUB026,GRE,0.0562,4,71.17437722,38.44044,24.04122,0.37269
Aliveri small mining pool,GR242EUB027,GRE,0.0027,2,740.7407407,38.43936,24.03759,0.37269
Fylla artificial pond,GR242EUB029,GRE,0.1008,3,29.76190476,38.43732,23.67908,0.32469
Troupi-Kakavos mining pool 5,GR242EUB030,GRE,0.1441,2,13.87925052,38.73413,23.41805,0.676365
Troupi-Kakavos mining pool 6,GR242EUB034,GRE,0.0698,3,42.97994269,38.74125,23.40152,
Ilagka reservoir,GR242EUB035,GRE,0.0015,1,666.6666667,38.27627,24.10883,0.636909
Troupi-Kakavos mining pool 7,GR242EUB038,GRE,0.0054,4,740.7407407,38.74224,23.41881,0.676365
Troupi-Kakavos mining pool 8,GR242EUB046,GRE,0.0405,4,98.7654321,38.74101,23.41187,
Troupi-Kakavos mining pool 9,GR242EUB048,GRE,0.1988,3,15.09054326,38.74707,23.41097,
Paraskevorema mining pool 2,GR242EUB049,GRE,0.0216,5,231.4814815,38.77386,23.48765,0.364611
Tsakaioi artificial pond,GR242EUB050,GRE,0.0012,2,1666.666667,38.23182,24.21424,0.461957
Dafnousa mining pool,GR242EUB052,GRE,0.0113,4,353.9823009,38.71766,23.43935,0.676365
Paraskevorema mining pool 3,GR242EUB058,GRE,0.0732,8,109.2896175,38.77576,23.48341,0.364611
Souvala artificial pool (Agios Nikolaos),GR242EUB060,GRE,0.06,4,66.66666667,38.02418,24.38336,0.536072
Souvala marsh,GR242EUB067,GRE,0.0461,3,65.07592191,38.47054,23.65414,0.136886
Paraskevorema mining pool 4,GR242EUB072,GRE,0.006,5,833.3333333,38.77623,23.47707,0.364611
Megali Svala,GR242EUB078,GRE,0.0171,5,292.3976608,38.88203,23.12946,0.244383
Mikri Svala,GR242EUB079,GRE,0.0048,4,833.3333333,38.87775,23.15077,0.244383
Agia Eleousa marsh,GR242EUB080,GRE,0.0505,6,118.8118812,38.47602,23.63305,0.136886
Limnos,GR242EUB08399,GRE,0.081,5,61.72839506,38.83734,22.85664,0.590294
Larko mining pool 6,GR242EUB087,GRE,0.0192,3,156.25,38.67296,23.70132,0.628831
Larko mining pool 5,GR242EUB090,GRE,0.0104,1,96.15384615,38.59825,23.72537,0.214206
Agdines pond 2,GR242EUB094,GRE,0.0013,3,2307.692308,38.95297,23.28743,0.378502
Aris plateau artificial pond,GR242SKR010,GRE,0.0031,1,322.5806452,38.80091,24.64334,0.122613
Trizonia marsh,GR245TRI001,GRE,0.0122,1,81.96721311,38.36455,22.07074,
Kontias dam lake,GR411LEM003,GRE,0.3331,8,24.01681177,39.88923,25.14953,0.135492
Agkaryones artificial pond,GR411LEM015,GRE,0.003,5,1666.666667,39.89953,25.17299,0.187337
Moudros artificial pond,GR411LEM025,GRE,0.0038,2,526.3157895,39.87481,25.29155,0.128848
Agios Dimitrios artificial pond,GR411LEM038,GRE,0.003,3,1000,39.90917,25.15577,0.135492
Airport artificial pond,GR411LEM042,GRE,0.0055,3,545.4545455,39.91701,25.22802,0.135605
Kastro artificial pool 1,GR411LEM044,GRE,0.0047,7,1489.361702,39.86239,25.16464,0.135492
Kastro artificial pool 2,GR411LEM045,GRE,0.0035,4,1142.857143,39.86075,25.16556,0.135492
Livadi Marmaro 2,GR411LEM047,GRE,0.0158,5,316.4556962,39.96052,25.40325,0.277397
Livadi Marmaro 1,GR411LEM049,GRE,0.0249,3,120.4819277,39.96411,25.40174,0.277397
Metochi Leimonos,GR411LES018,GRE,0.0197,9,456.8527919,39.22516,26.19004,0.668905
Mikri Limni,GR411LES040,GRE,0.0512,16,312.5,39.10895,26.26569,0.360163
Megali Limni,GR411LES042,GRE,1.1102,3,2.702215817,39.10888,26.32963,0.360163
Agiasmoudia,GR411LES044,GRE,0.0192,2,104.1666667,39.12448,26.29345,0.360163
Skalochori gkioli,GR411LES060,GRE,0.0016,2,1250,39.26693,26.08489,0.521857
Kleious artificial pond,GR411LES072,GRE,0.0052,5,961.5384615,39.34056,26.31929,0.579606
Agia Sotira,GR411LES073,GRE,0.0137,7,510.9489051,39.09207,26.31592,0.360163
Xirokampos artificial pond,GR411LES076,GRE,0.004,4,1000,39.08597,26.2,0.345468
Agioi Apostoloi artificial pool,GR411LES090,GRE,0.0091,6,659.3406593,39.21211,26.17973,0.668905
Agioi Apostoloi pond,GR411LES091,GRE,0.0091,2,219.7802198,39.21675,26.18064,0.668905
Polychnitos hot springs,GR411LES094,GRE,0.0401,6,149.6259352,39.07329,26.19993,0.281711
Mantamados artificial ponds,GR411LES104,GRE,0.0058,6,1034.482759,39.30474,26.33928,0.638942
Vathes dam lake (Mounte),GR412IKA005,GRE,0.0178,8,449.4382022,37.59926,26.10156,0.564067
Pezi dam lake,GR412IKA006,GRE,0.1101,6,54.49591281,37.57015,26.05739,0.485807
Mytilinioi reservoir (Roggia),GR412SAM005,GRE,0.0254,3,118.1102362,37.74058,26.89602,0.477705
Marathokampos reservoir,GR412SAM006,GRE,0.0412,3,72.81553398,37.71826,26.71108,0.428948
Nerotrouvias reservoir,GR412SAM007,GRE,0.0041,2,487.804878,37.69409,26.85288,0.477705
Viki reservoir,GR413CHI007,GRE,0.0271,1,36.900369,38.58286,26.02283,0.383719
Zyfia dam lake,GR413CHI009,GRE,0.0595,7,117.6470588,38.31983,26.07684,0.160322
Armolia dam lake,GR413CHI012,GRE,0.0079,2,253.164557,38.25467,26.03336,0.160322
Kalamoti dam lake,GR413CHI027,GRE,0.164,1,6.097560976,38.24917,26.05193,0.410255
Kakos Potamos dam lake (Psaropetra),GR413CHI028,GRE,0.009,1,111.1111111,38.36499,26.10274,0.379217
Kofina reservoir,GR413CHI030,GRE,0.0114,1,87.71929825,38.37804,26.11251,0.379217
Oinousses reservoir,GR413OIN002,GRE,0.0096,1,104.1666667,38.51923,26.22135,0.247656
Neromana or Pyli lake,GR421KOS002,GRE,0.003,4,1333.333333,36.86449,27.15932,
Messaria reservoir,GR421KOS013,GRE,0.0323,3,92.87925697,36.86969,27.22469,0.396253
Avdelolimni,GR421KOS014,GRE,0.0034,2,588.2352941,36.85602,27.31092,0.386456
Partheni dam lake,GR421LER003,GRE,0.15,1,6.666666667,37.17619,26.80842,0.321898
Nanoi lake,GR421ROD001,GRE,0.0176,4,227.2727273,36.26375,27.89112,0.124673
Apolakkia dam lake,GR421ROD002,GRE,0.5412,3,5.543237251,36.11005,27.79663,0.25196
Atsaka dam lake 1,GR421ROD004,GRE,0.0041,2,487.804878,36.19295,28.02162,0.372624
Atsakas dam lake 2,GR421ROD010,GRE,0.0059,2,338.9830508,36.19166,28.02019,0.372624
Petaloudes stream,GR421ROD016,GRE,0.0484,4,82.6446281,36.33927,28.05959,0.469312
Emponas mining pool,GR421ROD018,GRE,0.0034,1,294.1176471,36.25181,27.88504,0.124673
Skaloniti reservoir,GR421ROD020,GRE,0.0642,2,31.15264798,36.01016,27.87411,0.414178
Kattavia marsh,GR421ROD022,GRE,1.7156,11,6.411750991,35.94273,27.77832,0.240656
Gennadi Anonymous ponds,GR421ROD026,GRE,0.0051,5,980.3921569,36.02823,27.89204,0.414178
Epta Piges dam,GR421ROD029,GRE,0.0017,3,1764.705882,36.25368,28.11358,0.391533
Kritinia dam artificial pool,GR421ROD038,GRE,0.0046,2,434.7826087,36.26319,27.85106,0.124673
Aladinos stream (Megalos Potamos),GR422AND005,GRE,0.0028,9,3214.285714,37.81001,24.90021,0.097555
Varvarakaina artificial pond,GR422KIM007,GRE,0.0098,3,306.122449,36.81912,24.59139,
Kalamitsi artificial pond,GR422KIM008,GRE,0.0024,4,1666.666667,36.77579,24.54738,0.224473
Deka artificial pond 1,GR422KIM009,GRE,0.0029,7,2413.793103,36.78461,24.54266,0.224473
Deka artificial pond 2,GR422KIM010,GRE,0.0015,5,3333.333333,36.78482,24.54121,0.224473
Provatas marshes (1 and 2),GR422MIL004,GRE,0.0435,14,321.8390805,36.68069,24.44294,
Zefyria artificial pond,GR422MIL005,GRE,0.0055,3,545.4545455,36.706,24.48692,
Chondro Vouno mining pool 1,GR422MIL008,GRE,0.0114,4,350.877193,36.71614,24.52963,0.285297
Chondro Vouno mining pool 2,GR422MIL009,GRE,0.017,4,235.2941176,36.72226,24.53094,0.285297
Agioi Anargyroi mining pool 1,GR422MIL015,GRE,0.0234,3,128.2051282,36.73938,24.50043,0.285297
Brostini Spilia mining pool 1,GR422MIL016,GRE,0.0029,1,344.8275862,36.69654,24.35923,0.187084
Agioi Anargyroi mining pool 2,GR422MIL018,GRE,0.0414,3,72.46376812,36.73918,24.49252,
Marathi dam lake,GR422MYK002,GRE,0.3369,4,11.87295934,37.46635,25.35956,0.478662
Maos/Ano Mera dam lake,GR422MYK003,GRE,0.1364,4,29.3255132,37.47543,25.41042,0.478662
Airport ponds,GR422MYK006,GRE,0.0031,5,1612.903226,37.43287,25.34746,0.478662
Faneromeni dam lake,GR422NAX009,GRE,0.1264,12,94.93670886,37.13936,25.47032,0.078636
Vaketa dam lake,GR422TIN010,GRE,0.0301,6,199.3355482,37.54919,25.1728,0.252357
Omalos Vianou temporary pond,GR431KRI086,GRE,0.4518,2,4.426737494,35.07181,25.45425,0.546164
Karavados reservoir,GR431KRI096,GRE,0.0279,4,143.3691756,35.07777,25.33902,0.387253
Skinias reservoir,GR431KRI097,GRE,0.0627,16,255.1834131,35.06521,25.30685,0.613474
Livada Thrapsanou artificial pond,GR431KRI101,GRE,0.0254,15,590.5511811,35.19714,25.28639,0.214324
Agios Syllas artificial pond,GR431KRI112,GRE,0.0076,5,657.8947368,35.24683,25.12777,0.210081
Partira dam lake,GR431KRI120,GRE,0.0777,13,167.3101673,35.12833,25.21573,0.343
Amourgeles dam lake,GR431KRI121,GRE,0.1598,4,25.03128911,35.12242,25.18849,0.343
Vromolimni of Gergeri,GR431KRI129,GRE,0.0052,3,576.9230769,35.13734,24.96554,0.478768
Gergeri reservoir,GR431KRI130,GRE,0.0429,5,116.5501166,35.13581,24.9647,0.478768
Limni Votomos,GR431KRI131,GRE,0.0086,7,813.9534884,35.14003,24.91088,0.417652
Faneromeni dam lake,GR431KRI132,GRE,0.8935,12,13.43033016,35.09614,24.85359,0.417652
Pompia wastewater treatment swamp,GR431KRI133,GRE,0.0085,5,588.2352941,35.01588,24.86622,0.682729
Thrapsanos dam,GR431KRI233,GRE,0.0129,3,232.5581395,35.18146,25.28392,0.214324
Kiperas pond,GR431KRI234,GRE,0.0041,6,1463.414634,35.17555,25.30452,0.214324
Agia Semni reservoir 1,GR431KRI235,GRE,0.0018,3,1666.666667,35.13129,25.24404,0.343
Ligaras reservoir,GR431KRI237,GRE,0.0048,4,833.3333333,35.25708,25.4404,0.320622
Agia Semni reservoir 2,GR431KRI242,GRE,0.001,1,1000,35.13253,25.24631,0.343
Ini dam lake,GR431KRI243,GRE,0.2342,5,21.34927412,35.09566,25.27524,0.356419
Anapodaris artificial pool 4,GR431KRI245,GRE,0.0043,4,930.2325581,35.05184,25.27085,0.613474
Anapodaris artificial pools 3,GR431KRI246,GRE,0.0394,7,177.6649746,35.0538,25.26435,0.613474
Anapodaris artificial pool 2,GR431KRI247,GRE,0.003,4,1333.333333,35.05851,25.26049,0.613474
Anapodaris artificial pool 1,GR431KRI248,GRE,0.0021,8,3809.52381,35.05875,25.25851,0.613474
Ini old dam,GR431KRI250,GRE,0.0057,8,1403.508772,35.09288,25.28865,0.356419
Anapodaris artificial pool 5,GR431KRI273,GRE,0.0019,2,1052.631579,35.04873,25.27311,0.613474
Kastellos reservoir 1,GR431KRI274,GRE,0.0023,1,434.7826087,35.04617,25.26902,0.613474
Kastellos reservoir 2,GR431KRI275,GRE,0.0018,1,555.5555556,35.04723,25.26866,0.613474
Viannos wastewater treatment swamp,GR431KRI276,GRE,0.0122,2,163.9344262,35.04636,25.39918,0.387253
Reservoir,GR431KRI278,GRE,0.0035,1,285.7142857,35.1958,25.15102,0.210081
Reservoir,GR431KRI279,GRE,0.0022,1,454.5454545,35.17788,25.16673,0.451969
Reservoir,GR431KRI286,GRE,0.001,1,1000,35.20194,25.07815,0.411798
Reservoir,GR431KRI288,GRE,0.0028,1,357.1428571,35.11309,25.15863,0.202637
Reservoir,GR431KRI290,GRE,0.0014,1,714.2857143,35.20205,25.07885,0.411798
Tefeli reservoir 1,GR431KRI291,GRE,0.0014,2,1428.571429,35.09625,25.16511,0.202637
Metaxochori artificial pools,GR431KRI292,GRE,0.0049,2,408.1632653,35.13396,25.13789,0.202637
Reservoir,GR431KRI303,GRE,0.0015,1,666.6666667,35.19441,25.10905,0.210081
Episkopi wastewater treatment swamp,GR431KRI304,GRE,0.0122,1,81.96721311,35.26009,25.24917,0.469758
Asimi wastewater treatment swamp,GR431KRI305,GRE,0.0074,1,135.1351351,35.03081,25.08478,0.497257
Reservoir,GR431KRI308,GRE,0.0026,1,384.6153846,35.16584,25.10268,0.202637
Reservoir,GR431KRI310,GRE,0.0038,1,263.1578947,35.16897,25.12559,0.210081
Tou Tourkou o Lakkos,GR431KRI311,GRE,0.0072,1,138.8888889,34.97993,25.24189,0.570261
Armanogeia dam lake,GR431KRI314,GRE,0.1002,3,29.94011976,35.12025,25.15954,0.202637
Tefeli reservoir 2,GR431KRI316,GRE,0.0019,2,1052.631579,35.10292,25.1562,0.202637
Plakiotissa dam lake,GR431KRI321,GRE,0.156,7,44.87179487,35.06721,25.14384,0.497257
Halavrianos dam lake,GR431KRI323,GRE,0.13,8,61.53846154,35.19224,25.14495,0.210081
Reservoir,GR431KRI339,GRE,0.0054,1,185.1851852,35.02853,25.22922,0.636302
Pyrgioliki of Ziros,GR432KRI015,GRE,0.0038,7,1842.105263,35.07218,26.13775,0.264453
Kalovitis reservoir 1,GR432KRI031,GRE,0.0022,1,454.5454545,35.05364,25.91226,0.46595
Oreino dam lake,GR432KRI033,GRE,0.007,2,285.7142857,35.0653,25.90673,0.46595
Rontiria dam,GR432KRI043,GRE,0.0188,7,372.3404255,35.0177,25.77629,0.403778
Akrebatsi 1,GR432KRI045,GRE,0.0044,3,681.8181818,35.01072,25.77839,0.403778
Stavros reservoir,GR432KRI046,GRE,0.0023,1,434.7826087,35.05678,25.75718,0.403778
Bramiana dam lake,GR432KRI050,GRE,1.0177,19,18.66954898,35.0417,25.70016,0.250118
Lygeri of Kritsa,GR432KRI058,GRE,0.0019,1,526.3157895,35.17462,25.66044,0.130002
Exo Lakkonia reservoir,GR432KRI059,GRE,0.0013,1,769.2307692,35.19902,25.65962,0.130002
